# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "16" "-p" "-P" "-B" "-a" "/home/duc/dbMisc/M145.gff" "-t" "gene" "-g" "locus_tag" "--minOverlap" "20" "--fracOverlap" "0.25" "-o" "gene_counts_filtered/C24_3.txt" "align/C24_3.bam" 
Geneid	Chr	Start	End	Strand	Length	align/C24_3.bam
SCO0039	NC_003888.3	31520	32137	+	618	10
SCO0040	NC_003888.3	32134	33357	+	1224	11
SCO0041	NC_003888.3	33360	33845	+	486	0
SCO0042	NC_003888.3	33842	34777	+	936	12
SCO0043	NC_003888.3	35179	35907	-	729	21
SCO0044	NC_003888.3	36006	36674	-	669	4
SCO0045	NC_003888.3	36689	36817	-	129	0
SCO0046	NC_003888.3	36816	37478	+	663	31
SCO0047	NC_003888.3	37614	38768	-	1155	149
SCO0048	NC_003888.3	39107	39490	-	384	3
SCO0049	NC_003888.3	39489	39812	+	324	4
SCO0050	NC_003888.3	39877	40212	+	336	6
SCO0055	NC_003888.3	42171	43682	-	1512	325
SCO0056	NC_003888.3	43768	43857	+	90	0
SCO0057	NC_003888.3	43950	44090	+	141	44
SCO0058	NC_003888.3	44253	44975	+	723	205
SCO0059	NC_003888.3	45267	46073	+	807	107
SCO0060	NC_003888.3	46064	46201	+	138	9
SCO0061	NC_003888.3	46430	47734	-	1305	149
SCO0062	NC_003888.3	47789	48892	-	1104	241
SCO0063	NC_003888.3	48889	49824	-	936	136
SCO0064	NC_003888.3	49821	51539	-	1719	28
SCO0065	NC_003888.3	51831	53144	+	1314	19
SCO0066	NC_003888.3	53141	54100	+	960	20
SCO0067	NC_003888.3	54097	54918	+	822	12
SCO0068	NC_003888.3	54968	56173	+	1206	8
SCO0069	NC_003888.3	56225	59383	+	3159	58
SCO0070	NC_003888.3	59558	60241	+	684	3
SCO0071	NC_003888.3	60069	60275	-	207	6
SCO0072	NC_003888.3	60740	64093	-	3354	122
SCO0073	NC_003888.3	64605	64925	+	321	2
SCO0074	NC_003888.3	64994	65092	+	99	0
SCO0075	NC_003888.3	65092	65679	+	588	28
SCO0079	NC_003888.3	66688	67911	-	1224	64
SCO0080	NC_003888.3	68372	68887	+	516	31
SCO0083	NC_003888.3	69799	70647	+	849	9
SCO0084	NC_003888.3	70777	71235	+	459	33
SCO0085	NC_003888.3	71648	72139	-	492	12
SCO0086	NC_003888.3	72159	73097	-	939	61
SCO0087	NC_003888.3	73784	74833	-	1050	48
SCO0088	NC_003888.3	74917	75876	-	960	42
SCO0089	NC_003888.3	75856	76893	+	1038	254
SCO0090	NC_003888.3	76895	77314	-	420	9
SCO0091	NC_003888.3	77315	78271	+	957	239
SCO0095	NC_003888.3	78983	79702	-	720	6
SCO0096	NC_003888.3	79839	80690	-	852	103
SCO0097	NC_003888.3	80845	81165	-	321	105
SCO0098	NC_003888.3	81602	82441	-	840	77
SCO0101	NC_003888.3	83516	83992	-	477	67
SCO0102	NC_003888.3	84893	85339	+	447	49
SCO0103	NC_003888.3	85336	86643	+	1308	120
SCO0104	NC_003888.3	86640	87311	+	672	50
SCO0105	NC_003888.3	87907	88632	-	726	75
SCO0106	NC_003888.3	89073	89465	+	393	83
SCO0107	NC_003888.3	89486	90043	-	558	206
SCO0108	NC_003888.3	90242	90391	+	150	2
SCO0109	NC_003888.3	90395	90865	-	471	18
SCO0110	NC_003888.3	90951	91790	-	840	139
SCO0111	NC_003888.3	91977	92729	+	753	9
SCO0112	NC_003888.3	92773	92928	-	156	3
SCO0116	NC_003888.3	94306	94872	-	567	82
SCO0117	NC_003888.3	94989	95681	+	693	23
SCO0118	NC_003888.3	95989	97518	+	1530	748
SCO0119	NC_003888.3	97760	98281	-	522	585
SCO0120	NC_003888.3	98463	99338	-	876	188
SCO0121	NC_003888.3	99335	99949	-	615	210
SCO0122	NC_003888.3	100190	101566	+	1377	194
SCO0123	NC_003888.3	101656	103002	-	1347	152
SCO0124	NC_003888.3	103628	104989	+	1362	421
SCO0125	NC_003888.3	105057	106640	+	1584	243
SCO0126	NC_003888.3	106637	112885	+	6249	1485
SCO0127	NC_003888.3	112932	119654	+	6723	984
SCO0128	NC_003888.3	119651	119833	+	183	14
SCO0129	NC_003888.3	119841	120215	+	375	46
SCO0130	NC_003888.3	120457	121371	+	915	31
SCO0131	NC_003888.3	121617	122456	-	840	4
SCO0132	NC_003888.3	122743	125502	+	2760	209
SCO0133	NC_003888.3	125625	126005	-	381	7
SCO0134	NC_003888.3	126989	127294	-	306	14
SCO0135	NC_003888.3	127571	128290	+	720	40
SCO0136	NC_003888.3	128634	130184	-	1551	80
SCO0137	NC_003888.3	130201	131001	-	801	64
SCO0138	NC_003888.3	131523	132296	+	774	9
SCO0139	NC_003888.3	132327	132647	+	321	8
SCO0140	NC_003888.3	132693	133520	+	828	187
SCO0141	NC_003888.3	133570	134121	-	552	296
SCO0142	NC_003888.3	134295	136100	-	1806	107
SCO0143	NC_003888.3	136647	137183	+	537	45
SCO0144	NC_003888.3	137197	137556	+	360	40
SCO0145	NC_003888.3	137561	138589	+	1029	109
SCO0147	NC_003888.3	138976	139467	+	492	45
SCO0148	NC_003888.3	139467	139712	+	246	26
SCO0149	NC_003888.3	139703	140299	-	597	55
SCO0150	NC_003888.3	140368	140862	+	495	47
SCO0151	NC_003888.3	141370	141708	+	339	8
SCO0152	NC_003888.3	141705	143315	+	1611	25
SCO0153	NC_003888.3	143776	144363	-	588	80
SCO0154	NC_003888.3	144704	145366	-	663	8
SCO0155	NC_003888.3	145499	146122	+	624	83
SCO0156	NC_003888.3	146034	146351	-	318	25
SCO0157	NC_003888.3	146603	146980	+	378	2
SCO0158	NC_003888.3	146977	148206	+	1230	9
SCO0159	NC_003888.3	148216	149184	+	969	21
SCO0160	NC_003888.3	149508	150209	-	702	8
SCO0161	NC_003888.3	150181	150525	-	345	0
SCO0162	NC_003888.3	150579	151571	+	993	9
SCO0163	NC_003888.3	151749	153275	+	1527	8
SCO0164	NC_003888.3	153398	155728	+	2331	9
SCO0165	NC_003888.3	155707	156120	-	414	16
SCO0166	NC_003888.3	156338	157141	+	804	48
SCO0167	NC_003888.3	157189	158073	-	885	20
SCO0168	NC_003888.3	158732	159304	+	573	33
SCO0169	NC_003888.3	159372	160025	+	654	27
SCO0170	NC_003888.3	160356	161027	-	672	34
SCO0171	NC_003888.3	161237	162553	+	1317	5
SCO0172	NC_003888.3	162661	163119	+	459	5
SCO0173	NC_003888.3	163235	164017	-	783	18
SCO0174	NC_003888.3	164023	164994	-	972	6
SCO0175	NC_003888.3	165059	165406	-	348	3
SCO0176	NC_003888.3	165460	165855	+	396	1
SCO0177	NC_003888.3	166033	166614	+	582	2
SCO0178	NC_003888.3	166891	167337	+	447	13
SCO0179	NC_003888.3	167444	168514	-	1071	30
SCO0180	NC_003888.3	168705	169556	-	852	12
SCO0181	NC_003888.3	169584	170570	-	987	8
SCO0182	NC_003888.3	170656	170880	-	225	1
SCO0183	NC_003888.3	170911	172158	+	1248	2
SCO0184	NC_003888.3	172170	173984	+	1815	6
SCO0185	NC_003888.3	173768	174946	+	1179	29
SCO0186	NC_003888.3	174943	176514	+	1572	22
SCO0187	NC_003888.3	176501	177496	+	996	12
SCO0188	NC_003888.3	177493	178503	+	1011	41
SCO0189	NC_003888.3	178519	180087	-	1569	122
SCO0190	NC_003888.3	180084	180824	-	741	50
SCO0191	NC_003888.3	180821	182038	-	1218	81
SCO0192	NC_003888.3	182309	183559	-	1251	375
SCO0193	NC_003888.3	183793	184797	-	1005	2298
SCO0194	NC_003888.3	184958	185566	+	609	7172
SCO0195	NC_003888.3	185675	186361	+	687	4110
SCO0196	NC_003888.3	186483	186887	+	405	470
SCO0197	NC_003888.3	187019	187459	-	441	68
SCO0198	NC_003888.3	187992	188858	-	867	36
SCO0199	NC_003888.3	188864	189886	-	1023	10
SCO0200	NC_003888.3	189925	190830	-	906	20
SCO0201	NC_003888.3	190983	191654	-	672	4
SCO0202	NC_003888.3	191919	192848	+	930	56
SCO0203	NC_003888.3	192880	194637	-	1758	774
SCO0204	NC_003888.3	194760	195461	-	702	134
SCO0207	NC_003888.3	196386	196991	-	606	3
SCO0208	NC_003888.3	197221	199917	+	2697	14
SCO0209	NC_003888.3	200024	200428	+	405	10
SCO0210	NC_003888.3	200728	201369	+	642	1
SCO0211	NC_003888.3	201374	202090	+	717	4
SCO0212	NC_003888.3	202370	202843	-	474	12
SCO0213	NC_003888.3	202863	204101	-	1239	10
SCO0214	NC_003888.3	204387	204800	+	414	6
SCO0215	NC_003888.3	204881	205888	-	1008	9
SCO0216	NC_003888.3	206480	210181	+	3702	39
SCO0217	NC_003888.3	210183	211751	+	1569	17
SCO0218	NC_003888.3	211748	212551	+	804	2
SCO0219	NC_003888.3	212551	213321	+	771	8
SCO0220	NC_003888.3	213427	213870	+	444	8
SCO0222	NC_003888.3	214913	215446	+	534	326
SCO0223	NC_003888.3	215443	215559	+	117	88
SCO0224	NC_003888.3	215807	216844	-	1038	417
SCO0225	NC_003888.3	216834	217268	-	435	28
SCO0226	NC_003888.3	217315	218019	-	705	142
SCO0227	NC_003888.3	218418	218780	-	363	0
SCO0228	NC_003888.3	218973	219059	+	87	0
SCO0229	NC_003888.3	219302	220150	+	849	251
SCO0230	NC_003888.3	220150	220764	+	615	142
SCO0231	NC_003888.3	221092	221247	-	156	46
SCO0232	NC_003888.3	221414	221599	-	186	1
SCO0233	NC_003888.3	221699	222538	-	840	45
SCO0234	NC_003888.3	222827	223288	+	462	3
SCO0235	NC_003888.3	223294	224232	+	939	115
SCO0236	NC_003888.3	224404	225276	-	873	60
SCO0237	NC_003888.3	225476	226237	+	762	2
SCO0238	NC_003888.3	226481	227008	+	528	25
SCO0239	NC_003888.3	227081	228154	-	1074	50
SCO0240	NC_003888.3	228714	229649	-	936	42
SCO0241	NC_003888.3	229995	230669	+	675	37
SCO0242	NC_003888.3	231022	231465	+	444	459
SCO0243	NC_003888.3	231475	231654	+	180	158
SCO0244	NC_003888.3	232508	233518	+	1011	160
SCO0245	NC_003888.3	233854	234873	-	1020	84
SCO0246	NC_003888.3	234870	236207	-	1338	216
SCO0247	NC_003888.3	236782	237807	+	1026	1076
SCO0248	NC_003888.3	237664	238251	-	588	399
SCO0249	NC_003888.3	238280	239794	-	1515	151
SCO0250	NC_003888.3	239858	240523	+	666	104
SCO0251	NC_003888.3	240559	240843	-	285	32
SCO0252	NC_003888.3	240876	242123	-	1248	83
SCO0253	NC_003888.3	242194	242766	+	573	91
SCO0254	NC_003888.3	243022	243762	-	741	224
SCO0255	NC_003888.3	243936	245672	-	1737	104
SCO0256	NC_003888.3	245986	246783	+	798	946
SCO0257	NC_003888.3	246868	247869	+	1002	611
SCO0258	NC_003888.3	247871	248680	+	810	603
SCO0259	NC_003888.3	248677	249702	+	1026	567
SCO0260	NC_003888.3	249755	250084	+	330	392
SCO0261	NC_003888.3	250164	250691	-	528	71
SCO0262	NC_003888.3	250805	251740	+	936	127
SCO0263	NC_003888.3	251764	252879	-	1116	60
SCO0264	NC_003888.3	252946	253398	+	453	152
SCO0265	NC_003888.3	253499	254290	+	792	192
SCO0266	NC_003888.3	254332	255309	-	978	55
SCO0267	NC_003888.3	255311	256087	+	777	16
SCO0268	NC_003888.3	256281	256442	+	162	287
SCO0269	NC_003888.3	256526	259687	+	3162	409
SCO0270	NC_003888.3	259684	261084	+	1401	103
SCO0271	NC_003888.3	261366	262319	+	954	30
SCO0272	NC_003888.3	262330	263220	+	891	18
SCO0273	NC_003888.3	263285	264634	+	1350	27
SCO0274	NC_003888.3	264764	266263	+	1500	24
SCO0275	NC_003888.3	266356	267513	+	1158	128
SCO0276	NC_003888.3	267585	268838	+	1254	298
SCO0277	NC_003888.3	269020	269688	-	669	306
SCO0278	NC_003888.3	269783	270397	+	615	21
SCO0279	NC_003888.3	270477	271748	+	1272	165
SCO0280	NC_003888.3	271768	272469	-	702	51
SCO0281	NC_003888.3	272466	272834	-	369	24
SCO0282	NC_003888.3	272892	273656	+	765	102
SCO0283	NC_003888.3	274101	274595	-	495	16
SCO0284	NC_003888.3	274763	276805	+	2043	285
SCO0285	NC_003888.3	276938	278827	+	1890	136
SCO0286	NC_003888.3	278910	279416	-	507	147
SCO0287	NC_003888.3	279691	280695	+	1005	127
SCO0288	NC_003888.3	280692	281132	-	441	58
SCO0289	NC_003888.3	281129	282157	-	1029	244
SCO0290	NC_003888.3	282491	283801	+	1311	9
SCO0291	NC_003888.3	283798	284700	+	903	25
SCO0292	NC_003888.3	284702	285598	+	897	23
SCO0293	NC_003888.3	285714	288104	+	2391	59
SCO0294	NC_003888.3	288187	288840	-	654	74
SCO0295	NC_003888.3	288987	290456	-	1470	53
SCO0296	NC_003888.3	290584	291165	+	582	60
SCO0297	NC_003888.3	291315	292592	+	1278	5942
SCO0298	NC_003888.3	292656	293519	-	864	1276
SCO0299	NC_003888.3	293613	294497	+	885	157
SCO0300	NC_003888.3	294494	296305	-	1812	536
SCO0301	NC_003888.3	296471	297499	+	1029	70
SCO0302	NC_003888.3	297515	298108	-	594	224
SCO0303	NC_003888.3	298105	298311	-	207	2
SCO0304	NC_003888.3	298468	298836	-	369	20
SCO0305	NC_003888.3	299213	302092	+	2880	1136
SCO0307	NC_003888.3	303084	303971	+	888	76
SCO0308	NC_003888.3	304026	305429	+	1404	345
SCO0309	NC_003888.3	305537	306625	-	1089	88
SCO0310	NC_003888.3	306816	307466	-	651	129
SCO0311	NC_003888.3	307575	309131	+	1557	5
SCO0312	NC_003888.3	309147	310316	+	1170	13
SCO0313	NC_003888.3	310378	311727	+	1350	9
SCO0314	NC_003888.3	311724	313670	+	1947	20
SCO0315	NC_003888.3	313697	315055	-	1359	50
SCO0316	NC_003888.3	315254	316921	-	1668	51
SCO0317	NC_003888.3	316975	318237	-	1263	93
SCO0318	NC_003888.3	318329	319345	-	1017	10
SCO0319	NC_003888.3	319499	320008	-	510	804
SCO0320	NC_003888.3	320110	320583	+	474	1341
SCO0321	NC_003888.3	320699	322255	+	1557	977
SCO0322	NC_003888.3	322244	323938	-	1695	48
SCO0323	NC_003888.3	324467	325069	-	603	7878
SCO0324	NC_003888.3	325238	327616	-	2379	1816
SCO0325	NC_003888.3	327899	328264	+	366	0
SCO0326	NC_003888.3	328333	329301	+	969	46
SCO0329	NC_003888.3	330235	331365	+	1131	78
SCO0330	NC_003888.3	331504	332253	+	750	25
SCO0331	NC_003888.3	332311	333210	+	900	25
SCO0332	NC_003888.3	333529	334149	+	621	72
SCO0333	NC_003888.3	334223	335734	-	1512	44
SCO0334	NC_003888.3	335948	336292	+	345	2
SCO0335	NC_003888.3	336333	339467	+	3135	124
SCO0336	NC_003888.3	339521	340630	-	1110	28
SCO0337	NC_003888.3	340752	341318	+	567	113
SCO0338	NC_003888.3	341370	341909	-	540	55
SCO0339	NC_003888.3	341992	342561	+	570	45
SCO0340	NC_003888.3	342578	343165	-	588	85
SCO0341	NC_003888.3	343234	345663	-	2430	6
SCO0342	NC_003888.3	345817	347706	-	1890	23
SCO0343	NC_003888.3	347814	348083	+	270	6
SCO0344	NC_003888.3	348137	349381	+	1245	68
SCO0345	NC_003888.3	349419	350201	-	783	78
SCO0346	NC_003888.3	350474	351352	+	879	23
SCO0347	NC_003888.3	351529	352779	+	1251	33
SCO0348	NC_003888.3	352776	353795	+	1020	33
SCO0349	NC_003888.3	353801	354805	+	1005	21
SCO0350	NC_003888.3	354802	355686	+	885	26
SCO0351	NC_003888.3	355683	357158	+	1476	38
SCO0352	NC_003888.3	357209	358477	+	1269	35
SCO0353	NC_003888.3	358481	359392	+	912	33
SCO0354	NC_003888.3	359389	360231	+	843	20
SCO0355	NC_003888.3	360305	360646	+	342	8
SCO0356	NC_003888.3	360674	361465	+	792	32
SCO0357	NC_003888.3	361759	362478	-	720	230
SCO0358	NC_003888.3	362635	363777	+	1143	129
SCO0359	NC_003888.3	363774	364496	+	723	116
SCO0360	NC_003888.3	364559	365551	-	993	408
SCO0361	NC_003888.3	365623	366795	-	1173	99
SCO0362	NC_003888.3	366935	368146	+	1212	18
SCO0363	NC_003888.3	368143	369252	+	1110	8
SCO0364	NC_003888.3	369249	370055	+	807	9
SCO0365	NC_003888.3	370066	370812	+	747	26
SCO0366	NC_003888.3	370809	371876	+	1068	20
SCO0367	NC_003888.3	371921	372478	-	558	10
SCO0368	NC_003888.3	373045	374001	+	957	310
SCO0369	NC_003888.3	373998	377255	-	3258	29
SCO0370	NC_003888.3	377286	380690	-	3405	10
SCO0371	NC_003888.3	380751	383360	-	2610	13
SCO0372	NC_003888.3	383578	386592	-	3015	38
SCO0373	NC_003888.3	386761	387360	-	600	58
SCO0374	NC_003888.3	387750	389519	+	1770	2121
SCO0375	NC_003888.3	389531	391123	-	1593	358
SCO0376	NC_003888.3	391232	391834	+	603	111
SCO0377	NC_003888.3	391950	392483	-	534	53
SCO0378	NC_003888.3	392484	393218	-	735	30
SCO0379	NC_003888.3	393498	394961	+	1464	8188
SCO0380	NC_003888.3	395065	395460	+	396	322
SCO0381	NC_003888.3	395939	397414	+	1476	3816
SCO0382	NC_003888.3	397485	398810	+	1326	4947
SCO0383	NC_003888.3	398881	400104	+	1224	5371
SCO0384	NC_003888.3	400179	401468	+	1290	3310
SCO0385	NC_003888.3	401465	403030	+	1566	3181
SCO0386	NC_003888.3	403034	404968	+	1935	2606
SCO0387	NC_003888.3	405070	407250	+	2181	4022
SCO0388	NC_003888.3	407253	409214	+	1962	3154
SCO0389	NC_003888.3	409237	410772	+	1536	1526
SCO0390	NC_003888.3	410774	412006	+	1233	736
SCO0391	NC_003888.3	412009	413250	+	1242	1086
SCO0392	NC_003888.3	413247	414497	+	1251	2623
SCO0393	NC_003888.3	414494	415303	+	810	1742
SCO0394	NC_003888.3	415300	415947	+	648	1647
SCO0395	NC_003888.3	415951	416976	+	1026	2934
SCO0396	NC_003888.3	416973	418247	+	1275	3365
SCO0397	NC_003888.3	418253	419542	+	1290	1579
SCO0398	NC_003888.3	419539	420486	+	948	1604
SCO0399	NC_003888.3	420492	421715	+	1224	2147
SCO0400	NC_003888.3	421712	422263	+	552	943
SCO0401	NC_003888.3	422271	423596	+	1326	2529
SCO0402	NC_003888.3	423654	424406	-	753	1399
SCO0403	NC_003888.3	424609	425226	-	618	186
SCO0404	NC_003888.3	425243	425983	+	741	234
SCO0405	NC_003888.3	426015	426833	-	819	754
SCO0406	NC_003888.3	426893	427606	+	714	22
SCO0407	NC_003888.3	427610	428614	+	1005	59
SCO0408	NC_003888.3	428615	429403	+	789	458
SCO0409	NC_003888.3	429492	429956	-	465	375
SCO0410	NC_003888.3	430071	431321	-	1251	100
SCO0411	NC_003888.3	431327	431551	+	225	118
SCO0412	NC_003888.3	431551	431934	+	384	221
SCO0413	NC_003888.3	431962	432564	-	603	362
SCO0414	NC_003888.3	432617	433513	-	897	290
SCO0415	NC_003888.3	433615	433977	+	363	20
SCO0416	NC_003888.3	433984	434589	-	606	47
SCO0417	NC_003888.3	434651	435397	-	747	71
SCO0418	NC_003888.3	435456	436103	+	648	2
SCO0419	NC_003888.3	436235	437224	+	990	176
SCO0420	NC_003888.3	437253	438287	-	1035	381
SCO0421	NC_003888.3	438329	438988	-	660	23
SCO0422	NC_003888.3	438997	440190	-	1194	49
SCO0423	NC_003888.3	440282	442579	-	2298	27
SCO0424	NC_003888.3	442700	443191	+	492	7
SCO0425	NC_003888.3	443293	444243	-	951	34
SCO0426	NC_003888.3	444441	444671	+	231	10
SCO0427	NC_003888.3	444752	445588	+	837	91
SCO0428	NC_003888.3	445611	446144	+	534	75
SCO0429	NC_003888.3	446214	447161	-	948	122
SCO0430	NC_003888.3	447185	447868	+	684	90
SCO0431	NC_003888.3	447890	449218	-	1329	130
SCO0432	NC_003888.3	449515	453252	+	3738	188
SCO0433	NC_003888.3	453370	454374	+	1005	88
SCO0434	NC_003888.3	454546	456195	+	1650	35
SCO0435	NC_003888.3	456192	457397	+	1206	23
SCO0436	NC_003888.3	457484	457654	+	171	15
SCO0437	NC_003888.3	457670	458695	-	1026	24
SCO0438	NC_003888.3	458695	459345	-	651	11
SCO0439	NC_003888.3	459393	460367	-	975	7
SCO0440	NC_003888.3	460364	461083	-	720	11
SCO0441	NC_003888.3	461350	462102	+	753	73
SCO0442	NC_003888.3	462099	462857	+	759	35
SCO0443	NC_003888.3	462854	463711	+	858	39
SCO0444	NC_003888.3	463698	464099	-	402	43
SCO0445	NC_003888.3	464207	465502	-	1296	27
SCO0446	NC_003888.3	465496	465861	-	366	11
SCO0447	NC_003888.3	465990	466436	+	447	47
SCO0449	NC_003888.3	468153	469232	+	1080	11
SCO0450	NC_003888.3	469315	470304	-	990	10
SCO0451	NC_003888.3	470355	471209	-	855	27
SCO0452	NC_003888.3	471415	472314	+	900	141
SCO0453	NC_003888.3	472458	473747	+	1290	28
SCO0454	NC_003888.3	473848	474789	+	942	34
SCO0455	NC_003888.3	474804	475631	+	828	30
SCO0456	NC_003888.3	475628	476671	+	1044	29
SCO0457	NC_003888.3	476738	478672	+	1935	48
SCO0458	NC_003888.3	478669	480957	+	2289	46
SCO0459	NC_003888.3	481012	481791	+	780	79
SCO0460	NC_003888.3	481810	482319	-	510	156
SCO0461	NC_003888.3	482456	483325	+	870	245
SCO0462	NC_003888.3	483338	484267	-	930	607
SCO0463	NC_003888.3	484318	484932	+	615	183
SCO0464	NC_003888.3	484973	486670	-	1698	84
SCO0465	NC_003888.3	486684	487514	-	831	38
SCO0466	NC_003888.3	487618	488601	+	984	73
SCO0467	NC_003888.3	488614	489357	+	744	71
SCO0468	NC_003888.3	489373	490350	-	978	108
SCO0469	NC_003888.3	490451	490972	+	522	52
SCO0470	NC_003888.3	490983	491891	+	909	27
SCO0471	NC_003888.3	491901	492881	+	981	85
SCO0472	NC_003888.3	493055	494263	-	1209	50
SCO0473	NC_003888.3	494260	495249	-	990	8
SCO0474	NC_003888.3	495246	496493	-	1248	5
SCO0475	NC_003888.3	496508	497359	-	852	1
SCO0476	NC_003888.3	497375	498133	+	759	8
SCO0477	NC_003888.3	498238	498630	+	393	39
SCO0478	NC_003888.3	498683	499807	-	1125	91
SCO0479	NC_003888.3	499952	500776	-	825	93
SCO0480	NC_003888.3	500780	501412	+	633	0
SCO0481	NC_003888.3	501699	502217	+	519	1
SCO0482	NC_003888.3	502342	503076	+	735	22
SCO0483	NC_003888.3	503073	503474	-	402	56
SCO0484	NC_003888.3	503539	504705	-	1167	17
SCO0485	NC_003888.3	504854	505465	+	612	67
SCO0486	NC_003888.3	505447	506670	-	1224	40
SCO0487	NC_003888.3	506842	507348	+	507	144
SCO0488	NC_003888.3	507394	510810	+	3417	202
SCO0489	NC_003888.3	510823	511035	-	213	106
SCO0490	NC_003888.3	511124	512215	+	1092	326
SCO0491	NC_003888.3	512302	513924	-	1623	504
SCO0492	NC_003888.3	513989	524920	-	10932	1992
SCO0493	NC_003888.3	524978	526783	-	1806	1367
SCO0494	NC_003888.3	526786	527838	-	1053	1812
SCO0495	NC_003888.3	527889	528752	-	864	596
SCO0496	NC_003888.3	528791	529897	-	1107	287
SCO0497	NC_003888.3	529894	530970	-	1077	527
SCO0498	NC_003888.3	530970	532325	-	1356	220
SCO0499	NC_003888.3	532501	533448	+	948	239
SCO0500	NC_003888.3	533534	533773	-	240	1718
SCO0501	NC_003888.3	533812	535764	-	1953	426
SCO0502	NC_003888.3	535974	536408	+	435	16
SCO0503	NC_003888.3	536532	537512	+	981	8
SCO0504	NC_003888.3	537623	538942	+	1320	512
SCO0505	NC_003888.3	539123	542131	+	3009	300
SCO0506	NC_003888.3	542269	543099	+	831	781
SCO0507	NC_003888.3	543119	543535	-	417	118
SCO0508	NC_003888.3	543545	544087	+	543	41
SCO0509	NC_003888.3	544194	545717	+	1524	258
SCO0511	NC_003888.3	546358	547116	+	759	59
SCO0512	NC_003888.3	547135	547743	-	609	87
SCO0513	NC_003888.3	547809	548900	+	1092	768
SCO0514	NC_003888.3	548968	549621	+	654	427
SCO0516	NC_003888.3	550455	551633	+	1179	109
SCO0517	NC_003888.3	551918	552115	+	198	0
SCO0518	NC_003888.3	552094	552351	+	258	0
SCO0519	NC_003888.3	552403	553140	-	738	17
SCO0520	NC_003888.3	553277	553861	+	585	48
SCO0521	NC_003888.3	553892	554473	+	582	266
SCO0522	NC_003888.3	554649	555440	+	792	49
SCO0523	NC_003888.3	555468	555905	-	438	93
SCO0524	NC_003888.3	555990	556898	+	909	85
SCO0525	NC_003888.3	557029	557844	+	816	1134
SCO0526	NC_003888.3	557882	558715	+	834	718
SCO0527	NC_003888.3	558812	559015	-	204	7366
SCO0528	NC_003888.3	559346	560098	+	753	55
SCO0529	NC_003888.3	560127	561545	-	1419	51
SCO0530	NC_003888.3	561731	562576	-	846	74
SCO0531	NC_003888.3	562803	564071	+	1269	15
SCO0532	NC_003888.3	564141	565049	+	909	15
SCO0533	NC_003888.3	565046	565903	+	858	13
SCO0534	NC_003888.3	566007	567626	+	1620	56
SCO0535	NC_003888.3	567623	569044	+	1422	48
SCO0536	NC_003888.3	569061	569282	-	222	127
SCO0537	NC_003888.3	569655	570482	+	828	59
SCO0538	NC_003888.3	570520	571848	+	1329	60
SCO0539	NC_003888.3	571863	572813	+	951	24
SCO0540	NC_003888.3	572810	573709	+	900	33
SCO0541	NC_003888.3	573756	575081	+	1326	71
SCO0542	NC_003888.3	575351	577984	+	2634	41
SCO0543	NC_003888.3	578092	579228	+	1137	196
SCO0544	NC_003888.3	579257	580789	+	1533	85
SCO0545	NC_003888.3	580913	583459	+	2547	124
