# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "16" "-p" "-P" "-B" "-a" "/home/duc/dbMisc/M145.gff" "-t" "gene" "-g" "locus_tag" "--minOverlap" "20" "--fracOverlap" "0.25" "-o" "gene_counts_filtered/C24_1.txt" "align/C24_1.bam" 
Geneid	Chr	Start	End	Strand	Length	align/C24_1.bam
SCO0162	NC_003888.3	150579	151571	+	993	11
SCO0163	NC_003888.3	151749	153275	+	1527	8
SCO0164	NC_003888.3	153398	155728	+	2331	14
SCO0165	NC_003888.3	155707	156120	-	414	25
SCO0166	NC_003888.3	156338	157141	+	804	55
SCO0167	NC_003888.3	157189	158073	-	885	27
SCO0168	NC_003888.3	158732	159304	+	573	29
SCO0169	NC_003888.3	159372	160025	+	654	35
SCO0170	NC_003888.3	160356	161027	-	672	41
SCO0171	NC_003888.3	161237	162553	+	1317	3
SCO0172	NC_003888.3	162661	163119	+	459	3
SCO0173	NC_003888.3	163235	164017	-	783	19
SCO0174	NC_003888.3	164023	164994	-	972	2
SCO0175	NC_003888.3	165059	165406	-	348	4
SCO0176	NC_003888.3	165460	165855	+	396	1
SCO0177	NC_003888.3	166033	166614	+	582	7
SCO0178	NC_003888.3	166891	167337	+	447	7
SCO0179	NC_003888.3	167444	168514	-	1071	18
SCO0180	NC_003888.3	168705	169556	-	852	14
SCO0181	NC_003888.3	169584	170570	-	987	3
SCO0182	NC_003888.3	170656	170880	-	225	0
SCO0183	NC_003888.3	170911	172158	+	1248	4
SCO0184	NC_003888.3	172170	173984	+	1815	4
SCO0185	NC_003888.3	173768	174946	+	1179	67
SCO0186	NC_003888.3	174943	176514	+	1572	29
SCO0187	NC_003888.3	176501	177496	+	996	15
SCO0188	NC_003888.3	177493	178503	+	1011	26
SCO0189	NC_003888.3	178519	180087	-	1569	65
SCO0190	NC_003888.3	180084	180824	-	741	37
SCO0191	NC_003888.3	180821	182038	-	1218	107
SCO0192	NC_003888.3	182309	183559	-	1251	834
SCO0193	NC_003888.3	183793	184797	-	1005	3048
SCO0194	NC_003888.3	184958	185566	+	609	6939
SCO0195	NC_003888.3	185675	186361	+	687	4657
SCO0196	NC_003888.3	186483	186887	+	405	808
SCO0197	NC_003888.3	187019	187459	-	441	177
SCO0198	NC_003888.3	187992	188858	-	867	46
SCO0199	NC_003888.3	188864	189886	-	1023	13
SCO0200	NC_003888.3	189925	190830	-	906	14
SCO0201	NC_003888.3	190983	191654	-	672	5
SCO0202	NC_003888.3	191919	192848	+	930	49
SCO0203	NC_003888.3	192880	194637	-	1758	738
SCO0204	NC_003888.3	194760	195461	-	702	128
SCO0207	NC_003888.3	196386	196991	-	606	2
SCO0208	NC_003888.3	197221	199917	+	2697	15
SCO0209	NC_003888.3	200024	200428	+	405	4
SCO0210	NC_003888.3	200728	201369	+	642	14
SCO0211	NC_003888.3	201374	202090	+	717	2
SCO0212	NC_003888.3	202370	202843	-	474	15
SCO0213	NC_003888.3	202863	204101	-	1239	14
SCO0214	NC_003888.3	204387	204800	+	414	7
SCO0215	NC_003888.3	204881	205888	-	1008	0
SCO0216	NC_003888.3	206480	210181	+	3702	42
SCO0217	NC_003888.3	210183	211751	+	1569	8
SCO0218	NC_003888.3	211748	212551	+	804	6
SCO0219	NC_003888.3	212551	213321	+	771	10
SCO0220	NC_003888.3	213427	213870	+	444	6
SCO0222	NC_003888.3	214913	215446	+	534	281
SCO0223	NC_003888.3	215443	215559	+	117	80
SCO0224	NC_003888.3	215807	216844	-	1038	188
SCO0225	NC_003888.3	216834	217268	-	435	24
SCO0226	NC_003888.3	217315	218019	-	705	97
SCO0227	NC_003888.3	218418	218780	-	363	1
SCO0228	NC_003888.3	218973	219059	+	87	0
SCO0229	NC_003888.3	219302	220150	+	849	188
SCO0230	NC_003888.3	220150	220764	+	615	109
SCO0231	NC_003888.3	221092	221247	-	156	10
SCO0232	NC_003888.3	221414	221599	-	186	5
SCO0233	NC_003888.3	221699	222538	-	840	48
SCO0234	NC_003888.3	222827	223288	+	462	1
SCO0235	NC_003888.3	223294	224232	+	939	110
SCO0236	NC_003888.3	224404	225276	-	873	68
SCO0237	NC_003888.3	225476	226237	+	762	0
SCO0238	NC_003888.3	226481	227008	+	528	19
SCO0239	NC_003888.3	227081	228154	-	1074	33
SCO0240	NC_003888.3	228714	229649	-	936	35
SCO0241	NC_003888.3	229995	230669	+	675	31
SCO0242	NC_003888.3	231022	231465	+	444	397
SCO0243	NC_003888.3	231475	231654	+	180	163
SCO0244	NC_003888.3	232508	233518	+	1011	135
SCO0245	NC_003888.3	233854	234873	-	1020	98
SCO0246	NC_003888.3	234870	236207	-	1338	205
SCO0247	NC_003888.3	236782	237807	+	1026	992
SCO0248	NC_003888.3	237664	238251	-	588	356
SCO0249	NC_003888.3	238280	239794	-	1515	168
SCO0250	NC_003888.3	239858	240523	+	666	96
SCO0251	NC_003888.3	240559	240843	-	285	52
SCO0252	NC_003888.3	240876	242123	-	1248	58
SCO0253	NC_003888.3	242194	242766	+	573	106
SCO0254	NC_003888.3	243022	243762	-	741	197
SCO0255	NC_003888.3	243936	245672	-	1737	81
SCO0256	NC_003888.3	245986	246783	+	798	555
SCO0257	NC_003888.3	246868	247869	+	1002	365
SCO0258	NC_003888.3	247871	248680	+	810	427
SCO0259	NC_003888.3	248677	249702	+	1026	422
SCO0260	NC_003888.3	249755	250084	+	330	326
SCO0261	NC_003888.3	250164	250691	-	528	68
SCO0262	NC_003888.3	250805	251740	+	936	124
SCO0263	NC_003888.3	251764	252879	-	1116	58
SCO0264	NC_003888.3	252946	253398	+	453	149
SCO0265	NC_003888.3	253499	254290	+	792	170
SCO0266	NC_003888.3	254332	255309	-	978	77
SCO0267	NC_003888.3	255311	256087	+	777	4
SCO0268	NC_003888.3	256281	256442	+	162	174
SCO0269	NC_003888.3	256526	259687	+	3162	286
SCO0270	NC_003888.3	259684	261084	+	1401	79
SCO0271	NC_003888.3	261366	262319	+	954	20
SCO0272	NC_003888.3	262330	263220	+	891	10
SCO0273	NC_003888.3	263285	264634	+	1350	27
SCO0274	NC_003888.3	264764	266263	+	1500	49
SCO0275	NC_003888.3	266356	267513	+	1158	137
SCO0276	NC_003888.3	267585	268838	+	1254	266
SCO0277	NC_003888.3	269020	269688	-	669	219
SCO0278	NC_003888.3	269783	270397	+	615	18
SCO0279	NC_003888.3	270477	271748	+	1272	114
SCO0280	NC_003888.3	271768	272469	-	702	58
SCO0281	NC_003888.3	272466	272834	-	369	15
SCO0282	NC_003888.3	272892	273656	+	765	100
SCO0283	NC_003888.3	274101	274595	-	495	19
SCO0284	NC_003888.3	274763	276805	+	2043	132
SCO0285	NC_003888.3	276938	278827	+	1890	96
SCO0286	NC_003888.3	278910	279416	-	507	87
SCO0287	NC_003888.3	279691	280695	+	1005	100
SCO0288	NC_003888.3	280692	281132	-	441	67
SCO0289	NC_003888.3	281129	282157	-	1029	247
SCO0290	NC_003888.3	282491	283801	+	1311	10
SCO0291	NC_003888.3	283798	284700	+	903	24
SCO0292	NC_003888.3	284702	285598	+	897	38
SCO0293	NC_003888.3	285714	288104	+	2391	61
SCO0294	NC_003888.3	288187	288840	-	654	60
SCO0295	NC_003888.3	288987	290456	-	1470	51
SCO0296	NC_003888.3	290584	291165	+	582	90
SCO0297	NC_003888.3	291315	292592	+	1278	3148
SCO0298	NC_003888.3	292656	293519	-	864	819
SCO0299	NC_003888.3	293613	294497	+	885	119
SCO0300	NC_003888.3	294494	296305	-	1812	377
SCO0301	NC_003888.3	296471	297499	+	1029	75
SCO0302	NC_003888.3	297515	298108	-	594	221
SCO0303	NC_003888.3	298105	298311	-	207	3
SCO0304	NC_003888.3	298468	298836	-	369	6
SCO0305	NC_003888.3	299213	302092	+	2880	873
SCO0307	NC_003888.3	303084	303971	+	888	79
SCO0308	NC_003888.3	304026	305429	+	1404	281
SCO0309	NC_003888.3	305537	306625	-	1089	80
SCO0310	NC_003888.3	306816	307466	-	651	155
SCO0311	NC_003888.3	307575	309131	+	1557	0
SCO0312	NC_003888.3	309147	310316	+	1170	10
SCO0313	NC_003888.3	310378	311727	+	1350	9
SCO0314	NC_003888.3	311724	313670	+	1947	15
SCO0315	NC_003888.3	313697	315055	-	1359	31
SCO0316	NC_003888.3	315254	316921	-	1668	55
SCO0317	NC_003888.3	316975	318237	-	1263	105
SCO0318	NC_003888.3	318329	319345	-	1017	8
SCO0319	NC_003888.3	319499	320008	-	510	322
SCO0320	NC_003888.3	320110	320583	+	474	549
SCO0321	NC_003888.3	320699	322255	+	1557	441
SCO0322	NC_003888.3	322244	323938	-	1695	53
SCO0323	NC_003888.3	324467	325069	-	603	8499
SCO0324	NC_003888.3	325238	327616	-	2379	2127
SCO0325	NC_003888.3	327899	328264	+	366	1
SCO0326	NC_003888.3	328333	329301	+	969	55
SCO0329	NC_003888.3	330235	331365	+	1131	65
SCO0330	NC_003888.3	331504	332253	+	750	23
SCO0331	NC_003888.3	332311	333210	+	900	22
SCO0332	NC_003888.3	333529	334149	+	621	71
SCO0333	NC_003888.3	334223	335734	-	1512	52
SCO0334	NC_003888.3	335948	336292	+	345	1
SCO0335	NC_003888.3	336333	339467	+	3135	67
SCO0336	NC_003888.3	339521	340630	-	1110	24
SCO0337	NC_003888.3	340752	341318	+	567	124
SCO0338	NC_003888.3	341370	341909	-	540	51
SCO0339	NC_003888.3	341992	342561	+	570	43
SCO0340	NC_003888.3	342578	343165	-	588	61
SCO0341	NC_003888.3	343234	345663	-	2430	8
SCO0342	NC_003888.3	345817	347706	-	1890	17
SCO0343	NC_003888.3	347814	348083	+	270	7
SCO0344	NC_003888.3	348137	349381	+	1245	60
SCO0345	NC_003888.3	349419	350201	-	783	72
SCO0346	NC_003888.3	350474	351352	+	879	12
SCO0347	NC_003888.3	351529	352779	+	1251	36
SCO0348	NC_003888.3	352776	353795	+	1020	26
SCO0349	NC_003888.3	353801	354805	+	1005	16
SCO0350	NC_003888.3	354802	355686	+	885	12
SCO0351	NC_003888.3	355683	357158	+	1476	31
SCO0352	NC_003888.3	357209	358477	+	1269	38
SCO0353	NC_003888.3	358481	359392	+	912	33
SCO0354	NC_003888.3	359389	360231	+	843	14
SCO0355	NC_003888.3	360305	360646	+	342	6
SCO0356	NC_003888.3	360674	361465	+	792	33
SCO0357	NC_003888.3	361759	362478	-	720	250
SCO0358	NC_003888.3	362635	363777	+	1143	133
SCO0359	NC_003888.3	363774	364496	+	723	122
SCO0360	NC_003888.3	364559	365551	-	993	425
SCO0361	NC_003888.3	365623	366795	-	1173	97
SCO0362	NC_003888.3	366935	368146	+	1212	19
SCO0363	NC_003888.3	368143	369252	+	1110	12
SCO0364	NC_003888.3	369249	370055	+	807	12
SCO0365	NC_003888.3	370066	370812	+	747	11
SCO0366	NC_003888.3	370809	371876	+	1068	15
SCO0367	NC_003888.3	371921	372478	-	558	15
SCO0368	NC_003888.3	373045	374001	+	957	273
SCO0369	NC_003888.3	373998	377255	-	3258	17
SCO0370	NC_003888.3	377286	380690	-	3405	10
SCO0371	NC_003888.3	380751	383360	-	2610	5
SCO0372	NC_003888.3	383578	386592	-	3015	38
SCO0373	NC_003888.3	386761	387360	-	600	42
SCO0374	NC_003888.3	387750	389519	+	1770	2233
SCO0375	NC_003888.3	389531	391123	-	1593	429
SCO0376	NC_003888.3	391232	391834	+	603	108
SCO0377	NC_003888.3	391950	392483	-	534	48
SCO0378	NC_003888.3	392484	393218	-	735	43
SCO0379	NC_003888.3	393498	394961	+	1464	8066
SCO0380	NC_003888.3	395065	395460	+	396	330
SCO0381	NC_003888.3	395939	397414	+	1476	3079
SCO0382	NC_003888.3	397485	398810	+	1326	3909
SCO0383	NC_003888.3	398881	400104	+	1224	4277
SCO0384	NC_003888.3	400179	401468	+	1290	3019
SCO0385	NC_003888.3	401465	403030	+	1566	2968
SCO0386	NC_003888.3	403034	404968	+	1935	2226
SCO0387	NC_003888.3	405070	407250	+	2181	3421
SCO0388	NC_003888.3	407253	409214	+	1962	2740
SCO0389	NC_003888.3	409237	410772	+	1536	1344
SCO0390	NC_003888.3	410774	412006	+	1233	601
SCO0391	NC_003888.3	412009	413250	+	1242	954
SCO0392	NC_003888.3	413247	414497	+	1251	2261
SCO0393	NC_003888.3	414494	415303	+	810	1416
SCO0394	NC_003888.3	415300	415947	+	648	1418
SCO0395	NC_003888.3	415951	416976	+	1026	2647
SCO0396	NC_003888.3	416973	418247	+	1275	2756
SCO0397	NC_003888.3	418253	419542	+	1290	1459
SCO0398	NC_003888.3	419539	420486	+	948	1413
SCO0399	NC_003888.3	420492	421715	+	1224	1877
SCO0400	NC_003888.3	421712	422263	+	552	804
SCO0401	NC_003888.3	422271	423596	+	1326	2269
SCO0402	NC_003888.3	423654	424406	-	753	1189
SCO0403	NC_003888.3	424609	425226	-	618	128
SCO0404	NC_003888.3	425243	425983	+	741	204
SCO0405	NC_003888.3	426015	426833	-	819	668
SCO0406	NC_003888.3	426893	427606	+	714	34
SCO0407	NC_003888.3	427610	428614	+	1005	54
SCO0408	NC_003888.3	428615	429403	+	789	972
SCO0409	NC_003888.3	429492	429956	-	465	255
SCO0410	NC_003888.3	430071	431321	-	1251	138
SCO0411	NC_003888.3	431327	431551	+	225	110
SCO0412	NC_003888.3	431551	431934	+	384	263
SCO0413	NC_003888.3	431962	432564	-	603	337
SCO0414	NC_003888.3	432617	433513	-	897	265
SCO0415	NC_003888.3	433615	433977	+	363	15
SCO0416	NC_003888.3	433984	434589	-	606	40
SCO0417	NC_003888.3	434651	435397	-	747	74
SCO0418	NC_003888.3	435456	436103	+	648	1
SCO0419	NC_003888.3	436235	437224	+	990	162
SCO0420	NC_003888.3	437253	438287	-	1035	351
SCO0421	NC_003888.3	438329	438988	-	660	31
SCO0422	NC_003888.3	438997	440190	-	1194	61
SCO0423	NC_003888.3	440282	442579	-	2298	27
SCO0424	NC_003888.3	442700	443191	+	492	2
SCO0425	NC_003888.3	443293	444243	-	951	36
SCO0426	NC_003888.3	444441	444671	+	231	15
SCO0427	NC_003888.3	444752	445588	+	837	91
SCO0428	NC_003888.3	445611	446144	+	534	63
SCO0429	NC_003888.3	446214	447161	-	948	101
SCO0430	NC_003888.3	447185	447868	+	684	101
SCO0431	NC_003888.3	447890	449218	-	1329	86
SCO0432	NC_003888.3	449515	453252	+	3738	174
SCO0433	NC_003888.3	453370	454374	+	1005	73
SCO0434	NC_003888.3	454546	456195	+	1650	36
SCO0435	NC_003888.3	456192	457397	+	1206	11
SCO0436	NC_003888.3	457484	457654	+	171	13
SCO0437	NC_003888.3	457670	458695	-	1026	30
SCO0438	NC_003888.3	458695	459345	-	651	11
SCO0439	NC_003888.3	459393	460367	-	975	19
SCO0440	NC_003888.3	460364	461083	-	720	10
SCO0441	NC_003888.3	461350	462102	+	753	64
SCO0442	NC_003888.3	462099	462857	+	759	32
SCO0443	NC_003888.3	462854	463711	+	858	53
SCO0444	NC_003888.3	463698	464099	-	402	49
SCO0445	NC_003888.3	464207	465502	-	1296	35
SCO0446	NC_003888.3	465496	465861	-	366	0
SCO0447	NC_003888.3	465990	466436	+	447	39
SCO0449	NC_003888.3	468153	469232	+	1080	8
SCO0450	NC_003888.3	469315	470304	-	990	12
SCO0451	NC_003888.3	470355	471209	-	855	30
SCO0452	NC_003888.3	471415	472314	+	900	169
SCO0453	NC_003888.3	472458	473747	+	1290	18
SCO0454	NC_003888.3	473848	474789	+	942	8
SCO0455	NC_003888.3	474804	475631	+	828	19
SCO0456	NC_003888.3	475628	476671	+	1044	27
SCO0457	NC_003888.3	476738	478672	+	1935	46
SCO0458	NC_003888.3	478669	480957	+	2289	33
SCO0459	NC_003888.3	481012	481791	+	780	187
SCO0460	NC_003888.3	481810	482319	-	510	154
SCO0461	NC_003888.3	482456	483325	+	870	256
SCO0462	NC_003888.3	483338	484267	-	930	511
SCO0463	NC_003888.3	484318	484932	+	615	147
SCO0464	NC_003888.3	484973	486670	-	1698	95
SCO0465	NC_003888.3	486684	487514	-	831	50
SCO0466	NC_003888.3	487618	488601	+	984	74
SCO0467	NC_003888.3	488614	489357	+	744	46
SCO0468	NC_003888.3	489373	490350	-	978	124
SCO0469	NC_003888.3	490451	490972	+	522	38
SCO0470	NC_003888.3	490983	491891	+	909	30
SCO0471	NC_003888.3	491901	492881	+	981	65
SCO0472	NC_003888.3	493055	494263	-	1209	34
SCO0473	NC_003888.3	494260	495249	-	990	7
SCO0474	NC_003888.3	495246	496493	-	1248	3
SCO0475	NC_003888.3	496508	497359	-	852	4
SCO0476	NC_003888.3	497375	498133	+	759	26
SCO0477	NC_003888.3	498238	498630	+	393	41
SCO0478	NC_003888.3	498683	499807	-	1125	130
SCO0479	NC_003888.3	499952	500776	-	825	66
SCO0480	NC_003888.3	500780	501412	+	633	0
SCO0481	NC_003888.3	501699	502217	+	519	8
SCO0482	NC_003888.3	502342	503076	+	735	19
SCO0483	NC_003888.3	503073	503474	-	402	46
SCO0484	NC_003888.3	503539	504705	-	1167	19
SCO0485	NC_003888.3	504854	505465	+	612	86
SCO0486	NC_003888.3	505447	506670	-	1224	29
SCO0487	NC_003888.3	506842	507348	+	507	131
SCO0488	NC_003888.3	507394	510810	+	3417	323
SCO0489	NC_003888.3	510823	511035	-	213	163
SCO0490	NC_003888.3	511124	512215	+	1092	521
SCO0491	NC_003888.3	512302	513924	-	1623	823
SCO0492	NC_003888.3	513989	524920	-	10932	3711
SCO0493	NC_003888.3	524978	526783	-	1806	2701
SCO0494	NC_003888.3	526786	527838	-	1053	3285
SCO0495	NC_003888.3	527889	528752	-	864	725
SCO0496	NC_003888.3	528791	529897	-	1107	394
SCO0497	NC_003888.3	529894	530970	-	1077	650
SCO0498	NC_003888.3	530970	532325	-	1356	484
SCO0499	NC_003888.3	532501	533448	+	948	378
SCO0500	NC_003888.3	533534	533773	-	240	2626
SCO0501	NC_003888.3	533812	535764	-	1953	215
SCO0502	NC_003888.3	535974	536408	+	435	10
SCO0503	NC_003888.3	536532	537512	+	981	11
SCO0504	NC_003888.3	537623	538942	+	1320	639
SCO0505	NC_003888.3	539123	542131	+	3009	256
SCO0506	NC_003888.3	542269	543099	+	831	663
SCO0507	NC_003888.3	543119	543535	-	417	119
SCO0508	NC_003888.3	543545	544087	+	543	35
SCO0509	NC_003888.3	544194	545717	+	1524	221
SCO0511	NC_003888.3	546358	547116	+	759	72
SCO0512	NC_003888.3	547135	547743	-	609	106
SCO0513	NC_003888.3	547809	548900	+	1092	719
SCO0514	NC_003888.3	548968	549621	+	654	487
SCO0516	NC_003888.3	550455	551633	+	1179	121
SCO0517	NC_003888.3	551918	552115	+	198	7
SCO0518	NC_003888.3	552094	552351	+	258	6
SCO0519	NC_003888.3	552403	553140	-	738	14
SCO0520	NC_003888.3	553277	553861	+	585	30
SCO0521	NC_003888.3	553892	554473	+	582	281
SCO0522	NC_003888.3	554649	555440	+	792	66
SCO0523	NC_003888.3	555468	555905	-	438	74
SCO0524	NC_003888.3	555990	556898	+	909	60
SCO0525	NC_003888.3	557029	557844	+	816	1128
SCO0526	NC_003888.3	557882	558715	+	834	664
SCO0527	NC_003888.3	558812	559015	-	204	7463
SCO0528	NC_003888.3	559346	560098	+	753	76
SCO0529	NC_003888.3	560127	561545	-	1419	58
SCO0530	NC_003888.3	561731	562576	-	846	52
SCO0531	NC_003888.3	562803	564071	+	1269	10
SCO0532	NC_003888.3	564141	565049	+	909	9
SCO0533	NC_003888.3	565046	565903	+	858	11
SCO0534	NC_003888.3	566007	567626	+	1620	56
SCO0535	NC_003888.3	567623	569044	+	1422	46
SCO0536	NC_003888.3	569061	569282	-	222	129
SCO0537	NC_003888.3	569655	570482	+	828	54
SCO0538	NC_003888.3	570520	571848	+	1329	63
SCO0539	NC_003888.3	571863	572813	+	951	43
SCO0540	NC_003888.3	572810	573709	+	900	29
SCO0541	NC_003888.3	573756	575081	+	1326	67
SCO0542	NC_003888.3	575351	577984	+	2634	48
SCO0543	NC_003888.3	578092	579228	+	1137	108
SCO0544	NC_003888.3	579257	580789	+	1533	66
SCO0545	NC_003888.3	580913	583459	+	2547	116
SCO0546	NC_003888.3	583523	586897	-	3375	1499
